Year,GHGRP ID,National Pollutant Release Inventory (NPRI) identifier,Company & facility name,NAICS,City,Province / territory,CO2,CH4,N2O,HFC,PFC,SF6,Total
2004,G10040,15740,Calpine Canada Power Ltd - Calpine Calgary Energy Centre,221112,CALGARY,Alberta,347119.0625,759.835972,2497.89,0,0,0,350376.788472
2004,G10041,6549,Calpine Canada - Calpine Canada- Island Cogeneration,221112,CAMPBELL RIVER,British Columbia,620000,1344,4505,0,0,0,625849
2004,G10042,10403,TransCanada Energy Ltd. - Calstock Power Plant,221112,HEARST,Ontario,1227,706.524028,3957.245,0,0,0,5890.769028
2004,G10043,10138,Carmeuse Lime (Canada) Limited - Carmeuse Lime (Canada) Ltd Northern,327410,BLIND RIVER,Ontario,202474.304,241.948,175.43,0,0,0,202891.682
2004,G10044,3821,Canadian Fertilizers Limited - Canadian Fertilizers Limited,325313,MEDICINE HAT,Alberta,1614438,473.2,4293.000265,0,0,0,1619204.200265
2004,G10045,5357,Cancarb Ltd. - Cancarb Ltd.,325189,MEDICINE HAT,Alberta,127003,0.014,1968.95,0,0,0,128971.964
2004,G10046,11393,"Nova Gas Transmission Ltd. - Cardinal Lake Compressor Station, Alberta",486210,FAIRVIEW,Alberta,1733373.25,559776,22543.55,0,0,0,2315692.8
2004,G10047,4480,"Cardinal Power of Canada, L.P. - Cardinal Power of Canada, L.P.",221112,CARDINAL,Ontario,523481.3125,1146.04,3784.2,0,0,0,528411.5525
2004,G10048,479,West Fraser Mills Ltd - Cariboo Pulp and Paper,322112,QUESNEL,British Columbia,99399.047852,15265.627692,7806.105265,0,0,0,122470.780809
2004,G10049,16687,EnCana Corporation - Caribou North Compressor Station,211113,BONNYVILLE,Alberta,96587.373125,31670.519048,10480.749735,0,0,0,138738.641908
2004,G10050,10139,Carmeuse Lime (Canada) Limited - Carmeuse Dundas(Flamborough) Facility,327410,HAMILTON,Ontario,606214.238,912.632,5551.22,0,0,0,612678.09
2004,G10051,10140,Carmeuse Lime (Canada) Limited - Carmeuse Lime (Canada) Ltd Beachville,327410,INGERSOLL,Ontario,658646.515015,1291.220028,9207.69,0,0,0,669145.425043
2004,G10052,5013,Iron Ore Company of Canada - Carol Project,212210,LABRADOR CITY,Newfoundland and Labrador,933051.726563,458.08,2366.45,0,0,0,935876.256563
2004,G10053,3269,Agrium Inc - Carseland Nitrogen Operations,325313,CARSELAND,Alberta,518418.284424,215.88,1853.94,0,0,0,520488.104424
2004,G10054,6700,"TransCanada Energy Ltd. - Carseland Power Plant, Alberta",221112,CARSELAND,Alberta,322945.85395,1381.2988,3524.5,0,0,0,327851.65275
2004,G10055,2857,Orica Canada Inc - Carseland Works,325313,CARSELAND,Alberta,290,0,610560,0,0,0,610850
2004,G10056,1411,Bonavista Petroleum Ltd. - Carstairs - Crossfield Gas Plant,211113,CARSTAIRS,Alberta,108548.299988,1648.080028,394.85,0,0,0,110591.230016
2004,G10057,485,Canada Starch Operating Company Inc. - Casco Inc. - London Plant,311221,LONDON,Ontario,135692.100586,873.012028,820.175,0,0,0,137385.287614
2004,G10058,6633,EnCana Corporation - Cavalier Power Plant,221112,STRATHMORE,Alberta,136604.125,367.36,930.15,0,0,0,137901.635
2004,G10059,4875,Cavendish Farms Corporation - Cavendish Farms,311410,NEW ANNAN,Prince Edward Island,107000,0,0,0,0,0,107000
2004,G10060,4048,Consumers' Co-operative Refineries Limited - CCRL/NEI Refinery-Upgrader Complex,324110,REGINA,Saskatchewan,1471727.599998,412.1824,3523.122,0,0,0,1475662.904398
2004,G10061,6130,"Hydro-Québec - Centrale de Cap-aux Meules, Îles-de-la-Madeleine",221112,CAP-AUX-MEULES,Quebec,122929,194.32,0,0,0,0,123123.32
2004,G10062,8726,Boralex Énergie inc. - Centrale de cogénération de Kingsey Falls,221112,KINGSEY FALLS,Quebec,142400,1033.200056,977.85,0,0,0,144411.050056
2004,G10063,1443,Hydro-Québec - Centrale de Tracy,221112,TRACY,Quebec,1200184.332001,131.6,1181.9,0,0,0,1201497.832001
2004,G10064,4569,Chimie ParaChem s.e.c. - Chimie ParaChem s.e.c.,325110,MONTREAL-EST,Quebec,246091.71875,676.675972,1017.6,0,0,0,247785.994722
2004,G10065,6625,EnCana Corporation - Christina Lake SAGD Bitumen Battery,211114,LAC LA BICHE,Alberta,106849.507813,670.040028,145.75,0,0,0,107665.297841
2004,G10066,5548,Ciment Québec inc. - Cimenterie de St-Basile,327310,SAINT-BASILE,Quebec,783134,0,0,0,0,0,783134
2004,G10067,5474,Lafarge Canada Inc - Cimenterie de St-Constant,327310,ST-CONSTANT,Quebec,770794,0,0,0,0,0,770794
2004,G10068,6576,"CITY OF MEDICINE HAT - CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATION",221112,MEDICINE HAT,Alberta,260874,4774,1696,0,0,0,267344
2004,G10069,23368,EPCOR Generation Inc. - Clover Bar Thermal Generating Station,221112,EDMONTON,Alberta,104713.140625,759.639972,718.15,0,0,0,106190.930597
2004,G10070,6674,Elk Valley Coal Corporation - Coal Mountain Operations,212114,SPARWOOD,British Columbia,95875,41076,3975,0,0,0,140926
2004,G10071,5248,Inter Pipeline Extraction Ltd. - Cochrane Extraction Plant,211113,COCHRANE,Alberta,387233.398438,8363.376364,3677.882,0,0,0,399274.656802
2004,G10072,1773,Northland Power Inc. - Cochrane Generating Station,221112,COCHRANE,Ontario,70662.611237,166.264,549.08,0,0,0,71377.955237
2004,G10073,442,Imperial Oil Resources - Cold Lake,211114,BONNYVILLE,Alberta,4148600,11200,15370,0,0,0,4175170
2004,G10074,1696,NB Power Coleson Cove Corporation - Coleson Cove Generating Station,221112,SAINT JOHN,New Brunswick,3000000,0,0,0,0,0,3000000
2004,G10075,5739,Commercial Alcohols Inc. - Commercial Alcohols Inc. Chatham facility,325190,CHATHAM,Ontario,77959,0,22922.5,0,0,0,100881.5
2004,G10076,4806,QIT - Fer et Titane Inc. - Complexe métallurgique de Sorel-Tracy,331110,SOREL-TRACY,Quebec,1128654,64.372,618.775,117,0,0,1129454.147
2004,G10077,1467,Inco Limited - Copper Cliff Nickel Refinery,331410,COPPER CLIFF,Ontario,108233.116631,9.2344,2550.4925,0,0,0,110792.843531
2004,G10078,444,Inco Limited - Copper Cliff Smelter,331410,COPPER CLIFF,Ontario,329334.731446,33.3284,7255.753,25.312,0,0,336649.124846
2004,G10079,4929,Corner Brook Pulp and Paper Limited - Corner Brook Pulp and Paper Limited,322122,CORNER BROOK,Newfoundland and Labrador,119372.75,129.808,655.08,0,0,0,120157.638
2004,G10080,16289,ATCO Power Canada Ltd. - Cory Cogeneration Station,221112,CORMAN PARK,Saskatchewan,563261.8125,1233.024744,4070.824,0,0,0,568565.661244
2004,G10081,8003,Irving Paper Limited - Courtenay Bay Generating Station #2,221330,SAINT JOHN,New Brunswick,120895.203125,131.32,662.5,0,0,0,121689.023125
2004,G10082,1266,Norske Skog Canada Ltd. - Crofton Division,322112,CROFTON,British Columbia,141854.4,1985.2,9752,0,0,0,153591.6
2004,G10083,1712,NB Power Generation Corporation - Dalhousie Generating Station,221112,DALHOUSIE,New Brunswick,1690000,0,0,0,0,0,1690000
2004,G10084,3698,Imperial Oil - Dartmouth Refinery,324110,DARTMOUTH,Nova Scotia,803713.880859,1055.011972,13836.975,0,0,0,818605.867831
2004,G10085,5190,Lehigh Northwest Cement Limited - Delta Cement Plant,327310,DELTA,British Columbia,1034325,0,0,0,0,0,1034325
2004,G10086,15437,ATCO Gas and Pipelines Ltd. - distribution system and Carbon Plant,221210,ALBERTA,Alberta,31704.219681,313239.538892,1910.173,0,0,0,346853.931573
2004,G10087,2752,Compagnie Abitibi Consolidated du Canada - Division Belgo,322122,SHAWINIGAN,Quebec,165221,168,795,0,0,0,166184
2004,G10088,5515,Kruger inc. - Division des papiers pour publications,322122,TROIS-RIVIÈRES,Quebec,176064,182.952,982.355,0,0,0,177229.307
2004,G10089,979,Compagnie Abitibi Consolidated du canada - Division Kénogami,322122,JONQUIÈRE,Quebec,106403,115.92,601.55,0,0,0,107120.47
2004,G10090,2587,Abitibi Consolidated Inc - Division Laurentide,322121,GRAND-MÈRE,Quebec,145675,224,1060,9.1,0,0,146968.1
2004,G10091,3713,Dofasco Inc - Dofasco Hamilton,331110,HAMILTON,Ontario,4808805,4924.9396,41863.399645,2014.22,0,0,4857607.559245
2004,G10092,1980,Domtar Inc. - Domtar Inc - Usine d'Ottawa/Hull,322121,OTTAWA,Ontario,145210,174.72,187.355,0,0,0,145572.075
2004,G10093,3185,Domtar Inc. - Domtar Inc. - Espanola Mill,322121,ESPANOLA,Ontario,131727,99.96,429.035,22.49,0,0,132278.485
2004,G10094,1197,Domtar Inc. - Domtar Papers Cornwall,322112,CORNWALL,Ontario,493431,594.44,283.815,1.82,0,0,494311.075
2004,G10095,24315,City of Calgary - East Calgary Landfill,562210,CALGARY,Alberta,12396.5,95956,0,0,0,0,108352.5
2004,G10096,4140,PrimeWest Energy Inc. - East Crossfield Gas Plant 9-14-28-1W5,211113,CROSSFIELD,Alberta,180739.445313,4804.771972,1715.875,0,0,0,187260.092285
2004,G10097,1162,Celanese Canada Inc. - Edmonton Facility,325190,EDMONTON,Alberta,683672.7881,692.1908,2108.605,0,0,0,686473.5839
2004,G10098,3903,Petro-Canada - Edmonton Refinery,324110,EDMONTON,Alberta,1388231.75,7229.039804,4730.409,47.19,0,0,1400238.388804
2004,G10099,1221,FPS Canada Inc. - Edmundston Pulp Mill,322112,EDMUNDSTON,New Brunswick,159737.0625,4355.679944,26213.79947,0,0,0,190306.541914
2004,G10100,5284,Talisman Energy Inc. - Edson Gas Plant,211113,EDSON,Alberta,265845.394348,10822.280056,3651.7,0,0,0,280319.374404
2004,G10101,5236,BHP Billiton Diamonds Inc. - EKATI Diamond Mine,212392,YELLOWKNIFE,Northwest Territories,218250.367188,413,28686.250265,389.58,0,0,247739.197453
2004,G10102,333,Norske Skog Canada Ltd. - Elk Falls Division,322122,CAMPBELL RIVER,British Columbia,193395.4,1775.2,9460.5,0,0,0,204631.1
2004,G10103,6344,Elkem Métal Canada Inc. - Elkem Métal Chicoutimi,331110,SAGUENAY,Quebec,120.578003,0,0,0,0,0,120.578003
2004,G10104,,"TransCanada PipeLines Ltd. - Elko Compressor Station, British Columbia",486210,CRANBROOK,British Columbia,221583,39586.4,2575.8,0,0,0,263745.2
2004,G10105,7838,Elk Valley Coal Corporation - Elkview Operations,212114,SPARWOOD,British Columbia,191341,96152,10335,0,0,0,297828
2004,G10106,23956,Burlington Resources Canada Ltd. - Elmworth Sweet GP,211113,GRANDE PRAIRIE,Alberta,142308.099609,12889.799748,3092.55,0,0,0,158290.449357
2004,G10107,1091,BP Canada Energy Company - Empress Gas Plant,211113,MEDICINE HAT,Alberta,66855.631165,22991.07958,328.6,0,0,0,90175.310745
2004,G10108,3752,ConocoPhillips Canada - Empress Straddle Gas Plant,211113,EMPRESS,Alberta,362045.391602,5876.080028,3323.1,0,0,0,371244.57163
2004,G10109,,Enbridge Gas Distribution Inc. - Enbridge Gas Distribution Inc.,221210,NORTH YORK,Ontario,22876,320460.237972,247.0065,0,0,0,343583.244472
2004,G10110,3171,West Fraser Mills - Eurocan Pulp and Paper Co.,322121,KITIMAT,British Columbia,122295.5625,12709.199636,6047.3,0,0,0,141052.062136
2004,G10111,6826,Graymont Western Canada Inc. - Exshaw,327410,EXSHAW,Alberta,202451.265504,32.676,233.2,0,0,0,202717.141504
2004,G10112,5291,Lafarge Canada Inc - Exshaw Cement Plant,327310,EXSHAW,Alberta,1136590,3.36,19.875,0,0,0,1136613.235
2004,G10113,6825,Graymont Western Canada Inc. - Faulkner,327410,FAULKNER,Manitoba,138065.008423,19.012,179.67,0,0,0,138263.690423
2004,G10114,5946,Federal White Cement Ltd. - Federal White Cement Ltd.,327310,EMBRO,Ontario,475070.53125,139.3924,186.878,0,0,0,475396.80165
2004,G10115,6669,Elk Valley Coal Corporation - Fording River Operations,212114,ELKFORD,British Columbia,339498,149044,15370,0,0,0,503912
2004,G10116,917,Abitibi-Consolidated Company of Canada - Fort Frances Division,322121,FORT FRANCES,Ontario,247685.265625,218.96,1982.2,0,0,0,249886.425625
2004,G10117,4304,Duke Energy Gas Transmission - Fort Nelson Gas Plant,211113,FORT NELSON,British Columbia,1895602,1898.400084,1367.4,0,0,0,1898867.800084
2004,G10118,7866,British Columbia Hydro and Power Authority - Fort Nelson Generating Station,221112,FORT NELSON,British Columbia,158764.09375,1150.799944,1086.5,0,0,0,161001.393694
2004,G10119,2132,Sherritt International Corporation - Fort Saskatchewan,331410,FORT SASKATCHEWAN,Alberta,274388.260804,111.0704,947.375,0,0,0,275446.706204
2004,G10120,5352,TransAlta Cogeneration LP - Fort Saskatchewan Generating Plant,221112,FORT SASKATCHEWAN,Alberta,388808.21875,801.3684,2634.9215,0,0,0,392244.50865
2004,G10121,4874,Agrium Inc. - Fort Saskatchewan Nitrogen Operation,325313,FORT SASKATCHEWAN,Alberta,607307.683105,552.72,1836.45,0,0,0,609696.853105
2004,G10122,4142,BP Canada Energy Company - Fort Saskatchewan Storage & Fractionation,211113,FORT SASKATCHEWAN,Alberta,106843.600006,169.26,1078.55,0,0,0,108091.410006
2004,G10123,6627,EnCana Corporation - Foster Creek Cogeneration Facility,221112,BONNYVILLE,Alberta,459397.5525,1273.720056,4621.600265,0,0,0,465292.872821
2004,G10124,6627,EnCana Corporation - Foster Creek SAGD Bitumen Battery,211114,BONNYVILLE,Alberta,314922.557617,596.12,487.6,0,0,0,316006.277617
2004,G10125,18996,MEGlobal Canada Inc. - FS1 EOEG,325190,FORT SASKATCHEWAN,Alberta,101187.390625,4064.031832,0,0,0,0,105251.422457
2004,G10126,,Duke Energy Gas Transmission - Gathering,486210,FORT ST. JOHN,British Columbia,134503,113641.082996,386.9,0,0,0,248530.982996
2004,G10127,267,EPCOR Generation Inc. - Genesee Thermal Generating Station,221112,WARBURG,Alberta,6733496.5,1565.48,49385.400265,0,0,0,6784447.380265
2004,G10128,3824,Gerdau AmeriSteel Whitby - Gerdau AmeriSteel Whitby,331110,WHITBY,Ontario,177928.929993,0.84,478.855,0,0,0,178408.624993
2004,G10129,1708,NB Power Generation Corporation - Grand Lake Generating Station,221112,NEWCASTLE CREEK,New Brunswick,270000,0,0,0,0,0,270000
2004,G10130,2875,Weyerhaeuser Company Limited - Grande Prairie Operations,322112,GRANDE PRAIRIE,Alberta,89672.551025,38046.120028,7873.149735,0,0,0,135591.820788
2004,G10131,6671,Elk Valley Coal Corporation - Greenhills Operations,212114,ELKFORD,British Columbia,270932,87892,11395,0,0,0,370219
2004,G10132,1039,Milner Power Inc. - H.R. Milner Generating Station,221112,GRANDE CACHE,Alberta,959369.1875,473.2,4650.749735,0,0,0,964493.137235
2004,G10133,2660,Columbian Chemicals Canada Ltd. - Hamilton,325189,HAMILTON,Ontario,185143.1,0,0,0,0,0,185143.1
2004,G10134,17122,Japan Canada Oil Sands Limited - Hangingstone SAGD Demonstration Facility,211114,RM OF WOOD BUFFALO,Alberta,163820,680.287972,749.95,0,0,0,165250.237972
2004,G10135,3758,Petro-Canada - Hanlan Robb Gas Plant,211113,EDSON,Alberta,456871.109375,22595.71972,795,0,0,0,480261.829095
2004,G10136,1383,Pope & Talbot Ltd. - Harmac Pulp Operations,322112,NANAIMO,British Columbia,123533,1467.200056,5538.5,0,0,0,130538.700056
2004,G10137,3941,SOLEX Gas Processing Corp. - Harmattan Gas Processing Plant,211113,DIDSBURY,Alberta,262408.399902,27434.400504,2663.25,0,0,0,292506.050406
2004,G10138,6188,Graymont (NB) Inc. - Havelock,327410,HAVELOCK,New Brunswick,81554.807007,29.96,220.745,0,0,0,81805.512007
2004,G10139,15241,Canadian Natural Resources Limited - Hays Gas Plant,211113,HAYS,Alberta,93188.199341,6219.415832,2275.82,0,0,0,101683.435173
2004,G10140,3414,"Hudson Bay Mining and Smelting Co. LTD. - HBM&S Co., LTD. - Metallurgical Complex",331410,FLIN FLON,Manitoba,201280.0625,189.28,1491.95,88.4,0,0,203049.6925
2004,G10141,3778,HENDRICKSON CANADA LIMITED - HENDRICKSON SPRING,336330,STRATFORD,Ontario,11.186,8.568,3448.71,0,0,0,3468.464
2004,G10142,6096,Hibernia Management and Development Company Limite - Hibernia Platform,211113,ST. JOHN'S,Newfoundland and Labrador,633696,60396,4770,0,0,0,698862
2004,G10143,21885,TransAlta Utilities Corporation - Highvale Coal Mine,212115,DUFFIELD,Alberta,55287,172321.438324,470.216,0,0,0,228078.654324
2004,G10144,2991,West Fraser Mills Limited - Hinton Pulp,322112,HINTON,Alberta,149228.046875,1454.711972,8261.374735,0,0,0,158944.133582
2004,G10145,4882,Newfoundland and Labrador Hydro - Holyrood Thermal Generating Station,221112,HOLYROOD,Newfoundland and Labrador,1291828.625,395.752,7064.4495,0,0,0,1299288.8265
2004,G10146,1419,Howe Sound  Pulp and Paper Limited Partnership - Howe Sound Pulp and Paper,322112,PORT MELLON,British Columbia,107039,1631.56,10886.2,0,0,0,119556.76
2004,G10147,409,Husky Oil Operations Limited - Husky Lloydminster Upgrader,211114,LLOYDMINSTER,Saskatchewan,859443,436945.6,609.5,0,0,0,1296998.1
2004,G10148,6427,Interquisa Canada s.e.c. - Interquisa Canada s.e.c.,325190,MONTRÉAL-EST,Quebec,118435.892823,282.968,125.345,0,0,0,118844.205823
2004,G10149,1207,INVISTA (Canada) Company - INVISTA (Canada) Company- Maitland Site,325190,MAITLAND,Ontario,457335.949707,527.268,2646637.15,98.8,0,0,3104599.167707
2004,G10150,2740,IPSCO Saskatchewan Inc. - IPSCO Saskatchewan Inc.,331110,REGINA,Saskatchewan,207601.438965,81.9336,1102.9565,8.3614,0,0,208794.690465
2004,G10151,4904,Northland Power Inc. - Iroquois Falls Generating Station,221112,IROQUOIS FALLS,Ontario,336965.875,620.76,2037.32,0,0,0,339623.955
2004,G10152,6556,BP Canada Chemical Company - Joffre LAO Plant,325110,JOFFRE,Alberta,108900.582031,102.452,503.235,0,0,0,109506.269031
2004,G10153,6185,Graymont (QC) Inc. - Joliette,327410,JOLIETTE,Quebec,218904.956299,37.688,452.62,0,0,0,219395.264299
2004,G10154,5544,St. Lawrence Cement Inc - Joliette Plant,327310,JOLIETTE,Quebec,813817,0,0,0,0,0,813817
2004,G10155,440,Pengrowth Corporation - Judy Creek Gas Conservation Plant (JCGCP),211113,SWAN HILLS,Alberta,125542.98999,30140.599216,4567.01,0,0,0,160250.599206
2004,G10156,4566,Pengrowth Corporation - Judy Creek Production Complex,211113,SWAN HILLS,Alberta,77779.5,14117.319944,3471.5,0,0,0,95368.319944
2004,G10157,2924,Weyerhaeuser Company Limited - Kamloops Cellulose Fibers,322112,KAMLOOPS,British Columbia,83452,5992,13276.49947,0,0,0,102720.49947
2004,G10158,15928,Canadian Natural Resources Limited - Karr Gas Plant/Gathering System,211113,MD OF GREENVIEW,Alberta,74833.26,11769.519888,1974.25,0,0,0,88577.029888
2004,G10159,4150,Central Alberta Midstream - Kaybob Amalgamated Facility,211113,FOX CREEK,Alberta,221493.199219,17816.679944,6148.000265,0,0,0,245457.879428
2004,G10160,683,Central Midstream (ccr1) Company - Kaybob South #3 Gas Plant,211113,FOX CREEK,Alberta,409554,10518.47958,1754.3,0,0,0,421826.77958
2004,G10161,7371,City of Toronto - Keele Valley Landfill,562210,MAPLE,Ontario,65.779999,588473.2,0,0,0,0,588538.979999
2004,G10162,2286,TransAlta Utilities Corporation - Keephills Generating Plant,221112,DUFFIELD,Alberta,5951725.568001,1851.766028,35002.471205,0,0,0,5988579.805234
2004,G10163,,"TransCanada PipeLines Ltd. - Kenora compressor station - 49, Ontario",486210,KENORA,Ontario,1949788,226853.480112,24456.850265,0,0,0,2201098.330377
2004,G10164,2815,Falconbridge Limited - Kidd Metallurgical,331410,TIMMINS,Ontario,143988,5528.04,784.4,0,0,0,150300.44
2004,G10165,1770,Northland Power Inc. - Kirkland Lake Generating Station,221112,KIRKLAND LAKE,Ontario,300822.279251,668.808,2207.98,0,0,0,303699.067251
2004,G10166,5104,Methanex Corporation - Kitimat Ammonia Plants,325313,KITIMAT,British Columbia,180401.2,56,0,0,0,0,180457.2
2004,G10167,872,Methanex Corporation - Kitimat Methanol Plant,325190,KITIMAT,British Columbia,448201.2,560,0,0,0,0,448761.2
2004,G10168,1561,"KRONOS Canada, Inc. - KRONOS Canada, Inc.",325189,VARENNES,Quebec,180203,61.6,503.5,0,0,0,180768.1
2004,G10169,2502,Kruger Wayagamack Inc - Kruger Wayagamack Inc,322121,TROIS-RIVIÈRES,Quebec,193042.602783,448.56,2782.5,0,0,0,196273.662783
2004,G10170,702,Lafarge Canada Inc. - Lafarge - Richmond,327310,RICHMOND,British Columbia,894720,0,0,0,0,0,894720
2004,G10171,5850,Lafarge North America - Lafarge Bath Cement Plant,327310,BATH,Ontario,806771,0,0,0,0,0,806771
2004,G10172,5798,Lafarge Canada Inc. - Lafarge Canada Inc. - Woodstock Plant,327310,WOODSTOCK,Ontario,451054,0,0,0,0,0,451054
2004,G10173,5153,Lafarge Canada Inc. - Lafarge Kamloops Plant,327310,KAMLOOPS,British Columbia,138352.679,0.3108,1.5635,0,0,0,138354.5533
2004,G10174,2844,Ontario Power Generation - Lakeview Generating Station,221112,MISSISSAUGA,Ontario,2320473,504,3710,0,0,0,2324687
2004,G10175,1809,Ontario Power Generation - Lambton Generating Station,221112,COURTRIGHT,Ontario,7172245,1568,29680,0,0,0,7203493
